Price,Close,High,Low,Open,Volume
Ticker,DIS,DIS,DIS,DIS,DIS
Date,,,,,
2020-01-02,146.39154052734375,146.39154052734375,143.3293782822347,143.51704708733928,9502100
2020-01-03,144.71226501464844,146.09517482875722,144.26775936529822,144.61347928253215,7320200
2020-01-06,143.8726348876953,144.24800259144737,142.54899045274118,143.7639766088506,8262500
2020-01-07,143.92202758789062,145.07774833103207,143.64544561889542,144.2084971738701,6906500
2020-01-08,143.6256866455078,144.34678935232625,143.05277761398384,143.7145998361671,6984200
2020-01-09,143.06265258789062,144.84069034246556,142.84533602496552,144.68263919259508,6664200
2020-01-10,142.85520935058594,143.72447560703858,142.49960179772688,143.52691920491407,5152500
2020-01-13,142.124267578125,142.9836463286854,141.61060880794912,142.9836463286854,9921300
2020-01-14,143.4281463623047,144.92960228409487,140.55365297431484,141.65999605633385,14839100
2020-01-15,142.5588836669922,143.9319210230735,142.17362833111824,143.9319210230735,6818200
2020-01-16,143.34910583496094,143.6553205147475,142.67741106285976,143.3194731286969,6948400
2020-01-17,142.56875610351562,143.8627678824801,142.25265379921936,143.76398214424069,10355300
2020-01-21,141.8081512451172,142.82558106652132,141.26485981801113,142.47986112024495,9250200
2020-01-22,142.25265502929688,143.02313556194716,141.78838918621432,142.68728816516884,7550000
2020-01-23,140.46475219726562,141.85754980096402,138.93366359499643,141.84767725556196,11082000
2020-01-24,138.37063598632812,140.51415413882123,137.50136961201227,139.67452047521255,13076300
2020-01-27,134.2416229248047,136.04929346777226,133.35261154354953,134.2021176718416,12831800
2020-01-28,136.6814727783203,137.23463671386887,134.20210761270562,134.83429712084495,10390000
2020-01-29,134.39967346191406,136.98769708781606,134.13296401973255,136.9086865822543,9382700
2020-01-30,136.12832641601562,136.1678467437062,133.1846950517941,133.44151689142794,11847300
2020-01-31,136.62222290039062,136.97783048118674,135.38747644937476,136.71112102744254,12379100
2020-02-03,139.59548950195312,140.08938803813737,138.04464086349282,138.0841461144492,12639900
2020-02-04,142.96388244628906,143.8133886287773,141.5019468319799,143.71461795377425,23519700
2020-02-05,139.64486694335938,145.50251140539459,136.8790472058116,144.81105647100762,27824100
2020-02-06,140.95864868164062,142.19339510504776,139.49671313665127,140.18816811924162,9504600
2020-02-07,139.29916381835938,140.25732829753264,138.41013730467247,140.15854254959334,10948900
2020-02-10,140.8499755859375,140.8499755859375,138.7459781510047,139.30901462314054,8162100
2020-02-11,139.28927612304688,141.24512540852396,138.74599972744772,141.1068344050387,10790100
2020-02-12,140.11903381347656,140.4845139411135,139.15098174000198,139.61524761312447,8168200
2020-02-13,139.18060302734375,140.1684001107815,139.1015925245456,139.4473124601964,7543100
2020-02-14,137.8372039794922,139.55597640049191,137.43221861402918,139.3781801531064,9110500
2020-02-18,137.44207763671875,137.95573631071986,136.414775361303,137.3235468167902,8214900
2020-02-19,139.5757293701172,140.13876586374263,137.53098219503408,137.9261100676185,7080900
2020-02-20,138.65707397460938,139.901707965906,137.15563323627106,139.901707965906,5981700
2020-02-21,137.27415466308594,138.17305357910442,136.88891442373324,138.15329341815166,7725800
2020-02-24,131.3868865966797,132.79944428475693,129.60886387810842,131.27822831298144,19336500
2020-02-25,126.62571716308594,132.30555069004564,126.41828066906531,132.1178668227581,21032500
2020-02-26,121.85466003417969,126.80351845168178,120.63966619372518,124.58098234562553,31195900
2020-02-27,116.59957122802734,121.40026576326774,116.48103286231128,118.3479687886499,30827500
2020-02-28,116.2143325805664,116.86627476036234,111.82851095972595,113.1126502291972,35389900
2020-03-02,118.51590728759766,118.51590728759766,114.6141039602874,117.67627366749801,21775900
2020-03-03,115.02896881103516,120.29392914125872,113.74483710805212,119.67161968386421,19529700
2020-03-04,117.72565460205078,117.78492001438413,114.07080847315305,117.50833804177049,13842100
2020-03-05,112.58911895751953,115.53275015228371,110.74193563162954,115.43397194762677,22397200
2020-03-06,113.86336517333984,114.45604944557402,108.9737726814629,109.40840580475634,22899600
2020-03-09,103.07662963867188,109.08243803451478,103.00748414060072,107.3636731279649,26233600
2020-03-10,110.09986877441406,110.21840714476913,101.18006176921011,106.78086976741342,24083700
2020-03-11,104.22248077392578,107.57111255345194,101.6048167848266,107.09696659926233,24771300
2020-03-12,90.68964385986328,98.779704031671,90.52172017171983,96.42874978878284,40392900
2020-03-13,101.26895904541016,101.61469407197255,91.12428577679734,99.55019413929469,40960100
2020-03-16,93.8506088256836,97.08070217279969,88.90174302070216,90.67978089563384,35379500
2020-03-17,92.38866424560547,96.27070726302057,90.03770979226096,94.63096794817866,27526200
2020-03-18,87.71638488769531,88.24978868606668,78.10511585521682,86.52114377302546,43592500
2020-03-19,93.77157592773438,96.2114358904877,84.07140902545605,86.92614194788656,30866800
2020-03-20,84.93080139160156,95.80644247410798,84.79250285864612,94.81864533435883,31957800
2020-03-23,84.7134780883789,86.21492630560577,80.10046008446338,83.45897160018683,32246600
2020-03-24,96.92266082763672,97.95984333215752,90.67978302794614,91.20331432112725,32538100
2020-03-25,99.50080108642578,104.62746269885204,94.34449923173783,99.43165559373544,28533000
2020-03-26,104.07430267333984,106.41538450473261,99.56995032564112,99.59958303272433,24520300
2020-03-27,95.22364044189453,100.25152398398909,94.37413434642063,99.22421411187429,30591500
2020-03-30,98.58214569091797,99.23408780577722,90.9761041089388,94.82851399733934,23119200
2020-03-31,95.42120361328125,101.90115807119881,94.98657799000026,98.99703202548127,21563200
2020-04-01,93.7616958618164,96.21143590579764,91.43049417903046,92.35902583432639,18303900
2020-04-02,95.78668975830078,96.07315183291722,93.05048746341275,93.05048746341275,13936500
2020-04-03,92.73439025878906,95.7372943867749,91.57866944524703,95.1347375449192,14814600
2020-04-06,98.36483764648438,98.96739448418445,93.36657916431174,96.07314866149673,20407400
2020-04-07,100.00457763671875,104.59783572065668,99.02666060474935,103.58040589980145,22899600
2020-04-08,99.8366470336914,101.10102604544639,97.44617999357382,99.30323572505228,22562500
